BveTs Vehicle Performance Table 2.01,,,,
0,13312,39936,53248,53248
11,13312,39936,53248,53248
12,11185.77778,39936,53248,53248
13,9531.076923,39936,53248,53248
14,8218.122449,39936,53248,53248
15,7158.897778,39936,53248,53248
16,6292,39936,53248,53248
17,5573.536332,39936,53248,53248
18,4971.45679,39936,53248,53248
19,4461.916898,39936,53248,53248
20,4026.88,39936,53248,53248
21,3652.498866,39936,53248,53248
22,3328,39936,53248,53248
23,3044.899811,39936,53248,53248
24,2796.444444,39936,53248,53248
25,2577.2032,39936,53248,53248
26,2382.769231,39936,53248,53248
27,2209.536351,39936,53248,53248
28,2054.530612,39936,53248,53248
29,1915.281807,38305.63615,53248,53248
30,1789.724444,35794.48889,53248,53248
31,1676.120708,33522.41415,53248,53248
32,1573,31460,53248,53248
33,1479.111111,29582.22222,53248,53248
34,1393.384083,27867.68166,53248,53248
35,1314.899592,26297.99184,53248,53248
36,1242.864198,24857.28395,53248,53248
37,1176.590212,23531.80424,53248,53248
38,1115.479224,22309.58449,53248,53248
39,1059.008547,21180.17094,52950.42735,53248
40,1006.72,20134.4,50336,53248
41,958.2105889,19164.21178,47910.52945,53248
42,913.1247166,18262.49433,45656.23583,53248
43,871.1476474,17422.95295,43557.38237,53248
44,832,16640,41600,51200
45,795.4330864,15908.66173,39771.65432,48949.7284
46,761.2249527,15224.49905,38061.24764,46844.61248
47,729.1770032,14583.54006,36458.85016,44872.43096
48,699.1111111,13982.22222,34955.55556,43022.22222
49,670.8671387,13417.34277,33543.35693,41284.13161
50,644.3008,12886.016,32215.04,39649.28
51,619.2818147,12385.63629,30964.09073,38109.65013
52,595.6923077,11913.84615,29784.61538,36657.98817
53,573.4254183,11468.50837,28671.27091,35287.71805
54,552.3840878,11047.68176,27619.20439,33992.86694
55,532.48,10649.6,26624,32768
56,513.6326531,10272.65306,25681.63265,31608.16327
57,495.7685442,9915.370883,24788.42721,30508.83349
58,478.8204518,9576.409037,23941.02259,29465.87396
59,462.7268026,9254.536053,23136.34013,28475.49555
60,447.4311111,8948.622222,22371.55556,27534.22222
61,432.8814835,8657.629669,21644.07417,26638.86052
62,419.0301769,8380.603538,20951.50884,25786.47242
63,405.8332074,8116.664147,20291.66037,24974.35122
64,393.25,7865,19662.5,24200
65,381.2430769,7624.861538,19062.15385,23461.11243
66,369.7777778,7395.555556,18488.88889,22755.55556
67,358.8220094,7176.440187,17941.10047,22081.35442
68,348.3460208,6966.920415,17417.30104,21436.6782
69,338.3222012,6766.444024,16916.11006,20819.82777
70,328.724898,6574.497959,16436.2449,20229.22449
71,319.5302519,6390.605039,15976.5126,19663.40012
72,310.7160494,6214.320988,15535.80247,19120.98765
73,302.2615875,6045.231751,15113.07938,18600.71308
74,294.147553,5882.951059,14707.37765,18101.38787
75,286.3559111,5727.118222,14317.79556,17621.90222
76,278.8698061,5577.396122,13943.4903,17161.21884
77,271.6734694,5433.469388,13583.67347,16718.36735
78,264.7521368,5295.042735,13237.60684,16292.43918
79,258.0919724,5161.839449,12904.59862,15882.58292
80,251.68,5033.6,12584,15488
81,245.504039,4910.08078,12275.20195,15107.94086
82,239.5526472,4791.052945,11977.63236,14741.70137
83,233.8150675,4676.30135,11690.75337,14388.61954
84,228.2811791,4565.623583,11414.05896,14048.07256
85,222.9414533,4458.829066,11147.07266,13719.47405
86,217.7869118,4355.738237,10889.34559,13402.2715
87,212.8090897,4256.181794,10640.45449,13095.94398
88,208,4160,10400,12800
